archivo,ruta,clase,label,clave_agrupacion,rID,prob
chiari_59a.png,data/vf/cropped/chiari/chiari_59a.png,chiari,1,64259,64259,0.255437
chiari_59a.png,data/vf/val_externo/cropped/chiari/chiari_59a.png,chiari,1,64259,64259,0.959297
chiari_59b.jpeg,data/vf/val_externo/cropped/chiari/chiari_59b.jpeg,chiari,1,64259,64259,0.999612
chiari_60a.jpg,data/vf/cropped/chiari/chiari_60a.jpg,chiari,1,18005,18005,0.994621
chiari_62a.jpeg,data/vf/val_externo/cropped/chiari/chiari_62a.jpeg,chiari,1,70059,70059,0.998291
chiari_62b.jpeg,data/vf/val_externo/cropped/chiari/chiari_62b.jpeg,chiari,1,70059,70059,0.999898
chiari_63a.jpg,data/vf/val_externo/cropped/chiari/chiari_63a.jpg,chiari,1,220610,220610,0.137959
chiari_63b.jpeg,data/vf/val_externo/cropped/chiari/chiari_63b.jpeg,chiari,1,220610,220610,0.273483
chiari_64a.jpg,data/vf/val_externo/cropped/chiari/chiari_64a.jpg,chiari,1,34146,34146,0.009484
chiari_65a.jpg,data/vf/val_externo/cropped/chiari/chiari_65a.jpg,chiari,1,181929,181929,0.991956
chiari_65b.jpg,data/vf/val_externo/cropped/chiari/chiari_65b.jpg,chiari,1,181929,181929,0.999428
chiari_66a.jpg,data/vf/val_externo/cropped/chiari/chiari_66a.jpg,chiari,1,175947,175947,0.999921
chiari_66b.jpg,data/vf/val_externo/cropped/chiari/chiari_66b.jpg,chiari,1,175947,175947,0.999348
chiari_67a.jpg,data/vf/val_externo/cropped/chiari/chiari_67a.jpg,chiari,1,160048,160048,0.909342
chiari_67b.jpeg,data/vf/val_externo/cropped/chiari/chiari_67b.jpeg,chiari,1,160048,160048,0.99992
chiari_68a.jpeg,data/vf/val_externo/cropped/chiari/chiari_68a.jpeg,chiari,1,5686,5686,0.994227
chiari_68b.jpeg,data/vf/cropped/chiari/chiari_68b.jpeg,chiari,1,5686,5686,0.230164
chiari_69a.jpg,data/vf/val_externo/cropped/chiari/chiari_69a.jpg,chiari,1,34375,34375,0.999774
chiari_69b.jpg,data/vf/val_externo/cropped/chiari/chiari_69b.jpg,chiari,1,34375,34375,0.99869
chiari_70a.jpg,data/vf/cropped/chiari/chiari_70a.jpg,chiari,1,89444,89444,0.997069
chiari_70a.jpg,data/vf/val_externo/cropped/chiari/chiari_70a.jpg,chiari,1,89444,89444,0.975358
chiari_70b.jpg,data/vf/val_externo/cropped/chiari/chiari_70b.jpg,chiari,1,89444,89444,0.868178
chiari_71a.jpg,data/vf/val_externo/cropped/chiari/chiari_71a.jpg,chiari,1,180465,180465,0.658071
chiari_72a.png,data/vf/val_externo/cropped/chiari/chiari_72a.png,chiari,1,13619,13619,0.997193
chiari_73a.png,data/vf/cropped/chiari/chiari_73a.png,chiari,1,16113,16113,0.004005
chiari_74a.jpg,data/vf/val_externo/cropped/chiari/chiari_74a.jpg,chiari,1,10358,10358,0.999305
chiari_75a.jpeg,data/vf/val_externo/cropped/chiari/chiari_75a.jpeg,chiari,1,4977,4977,0.905696
chiari_76a.jpg,data/vf/val_externo/cropped/chiari/chiari_76a.jpg,chiari,1,24077,24077,0.999941
chiari_76b.jpg,data/vf/val_externo/cropped/chiari/chiari_76b.jpg,chiari,1,24077,24077,0.999841
normal_2a.png,data/vf/cropped/normal/normal_2a.png,normal,0,https://radiopaedia.org/cases/normal-mri-brain-2?lang=us,39311,0.00254
normal_3a.jpg,data/vf/cropped/normal/normal_3a.jpg,normal,0,https://radiopaedia.org/cases/normal-mri-brain-3?lang=us,153576,0.833148
normal_4a.png,data/vf/cropped/normal/normal_4a.png,normal,0,https://radiopaedia.org/cases/normal-brain-mri-4?lang=us,41113,0.00087
normal_5a.png,data/vf/cropped/normal/normal_5a.png,normal,0,https://radiopaedia.org/cases/normal-brain-mri-5?lang=us,42777,0.00938
normal_6a.png,data/vf/cropped/normal/normal_6a.png,normal,0,https://radiopaedia.org/cases/normal-brain-mri-6?lang=us,37605,0.02532
normal_7a.png,data/vf/cropped/normal/normal_7a.png,normal,0,https://radiopaedia.org/cases/normal-mri-brain-venogram?lang=us,57738,0.704055
normal_8a.jpg,data/vf/cropped/normal/normal_8a.jpg,normal,0,https://radiopaedia.org/cases/normal-mri-brain-adult?lang=us,52637,0.480098
normal_9a.png,data/vf/cropped/normal/normal_9a.png,normal,0,https://radiopaedia.org/cases/normal-brain-mri-tle-protocol?lang=us,40748,0.001364
normal_9b.png,data/vf/cropped/normal/normal_9b.png,normal,0,https://radiopaedia.org/cases/normal-brain-mri-tle-protocol?lang=us,40748,0.023963
normal_10a.png,data/vf/cropped/normal/normal_10a.png,normal,0,https://radiopaedia.org/cases/normal-mri-brain-5-month-old?lang=us,212946,0.060232
normal_12a.png,data/vf/cropped/normal/normal_12a.png,normal,0,https://radiopaedia.org/cases/normal-mri-brain-myelination-9-month-old-2?lang=us,212956,0.136142
normal_13a.png,data/vf/cropped/normal/normal_13a.png,normal,0,https://radiopaedia.org/cases/normal-brain-mri-non-focal-epilepsy-protocol-3?lang=us,53917,7.6e-05
normal_13b.png,data/vf/cropped/normal/normal_13b.png,normal,0,https://radiopaedia.org/cases/normal-brain-mri-non-focal-epilepsy-protocol-3?lang=us,53917,0.000738
normal_15a.jpeg,data/vf/cropped/normal/normal_15a.jpeg,normal,0,https://radiopaedia.org/cases/normal-brain-mri-2-year-old?lang=us,43048,0.910804
normal_16a.png,data/vf/cropped/normal/normal_16a.png,normal,0,https://radiopaedia.org/cases/normal-mri-brain-2-year-old?lang=us,212958,0.205836
normal_17a.jpg,data/vf/cropped/normal/normal_17a.jpg,normal,0,https://radiopaedia.org/cases/normal-brain-mri-non-focal-epilepsy-protocol-1?lang=us,38571,0.556914
normal_17b.jpg,data/vf/cropped/normal/normal_17b.jpg,normal,0,https://radiopaedia.org/cases/normal-brain-mri-non-focal-epilepsy-protocol-1?lang=us,38571,0.000385
normal_18a.png,data/vf/cropped/normal/normal_18a.png,normal,0,https://radiopaedia.org/cases/normal-brain-mri-with-post-contrast-flair?lang=us,173066,0.345734
normal_18b.png,data/vf/cropped/normal/normal_18b.png,normal,0,https://radiopaedia.org/cases/normal-brain-mri-with-post-contrast-flair?lang=us,173066,0.42618
normal_19a.jpeg,data/vf/cropped/normal/normal_19a.jpeg,normal,0,https://radiopaedia.org/cases/normal-midline-brain-mri-1?lang=us,9878,0.026404
normal_20a.jpg,data/vf/cropped/normal/normal_20a.jpg,normal,0,https://radiopaedia.org/cases/normal-mri-brain-myelination-15-month-old-2?lang=us,89654,0.619316
normal_21a.jpeg,data/vf/cropped/normal/normal_21a.jpeg,normal,0,https://radiopaedia.org/cases/normal-mri-of-the-brain-adult?lang=us,165014,0.137668
normal_21b.jpeg,data/vf/cropped/normal/normal_21b.jpeg,normal,0,https://radiopaedia.org/cases/normal-mri-of-the-brain-adult?lang=us,165014,0.632326
normal_24a.jpg,data/vf/cropped/normal/normal_24a.jpg,normal,0,https://radiopaedia.org/cases/normal-mri-of-the-brain-9-year-old?lang=us,229305,0.02049
normal_25a.jpg,data/vf/cropped/normal/normal_25a.jpg,normal,0,https://radiopaedia.org/cases/normal-paediatric-mri-and-mra-brain?lang=us,39578,0.033789
normal_26a.jpeg,data/vf/cropped/normal/normal_26a.jpeg,normal,0,https://radiopaedia.org/cases/frontal-meningioma-and-schizophrenia?lang=us,43937,0.554203
normal_27a.jpeg,data/vf/cropped/normal/normal_27a.jpeg,normal,0,https://radiopaedia.org/cases/meningioma-frontal-10?lang=us,172037,0.034428
normal_28a.jpeg,data/vf/cropped/normal/normal_28a.jpeg,normal,0,https://radiopaedia.org/cases/meningioma-frontal-3?lang=us,90825,0.078157
normal_29a.jpeg,data/vf/cropped/normal/normal_29a.jpeg,normal,0,https://radiopaedia.org/cases/meningioma-frontal-1?lang=us,88354,0.001811
normal_30a.jpeg,data/vf/cropped/normal/normal_30a.jpeg,normal,0,https://radiopaedia.org/cases/meningioma-frontal-2?lang=us,90068,0.975651
normal_31a.jpeg,data/vf/cropped/normal/normal_31a.jpeg,normal,0,https://radiopaedia.org/cases/meningioma-frontal-13?lang=us,187032,0.037591
normal_32a.jpeg,data/vf/cropped/normal/normal_32a.jpeg,normal,0,https://radiopaedia.org/cases/meningioma-frontal-7?lang=us,150485,0.053842
normal_33a.jpeg,data/vf/cropped/normal/normal_33a.jpeg,normal,0,https://radiopaedia.org/cases/calcified-meningioma-frontal?lang=us,152275,0.468036
normal_34a.jpeg,data/vf/cropped/normal/normal_34a.jpeg,normal,0,https://radiopaedia.org/cases/meningioma-frontal-9?lang=us,164656,0.024649
normal_35a.jpeg,data/vf/cropped/normal/normal_35a.jpeg,normal,0,https://radiopaedia.org/cases/frontal-meningioma-with-secondary-intracranial-hypertension?lang=us,83883,0.124837
normal_37a.jpeg,data/vf/cropped/normal/normal_37a.jpeg,normal,0,https://radiopaedia.org/cases/miliary-brain-metastases-from-primary-breast-cancer?lang=us,224514,0.158512
normal_39a.jpeg,data/vf/cropped/normal/normal_39a.jpeg,normal,0,https://radiopaedia.org/cases/left-parietal-lobe-infarct-gerstmann-syndrome-1?lang=us,198106,0.27159
normal_41a.jpeg,data/vf/cropped/normal/normal_41a.jpeg,normal,0,https://radiopaedia.org/cases/intraventricular-neurocysticercosis-1?lang=us,58352,0.893262
normal_42a.jpeg,data/vf/cropped/normal/normal_42a.jpeg,normal,0,https://radiopaedia.org/cases/septo-optic-dysplasia-31?lang=us,205271,0.779449
normal_43a.jpeg,data/vf/cropped/normal/normal_43a.jpeg,normal,0,https://radiopaedia.org/cases/migraine-4?lang=us,159857,0.978517
normal_44a.jpeg,data/vf/cropped/normal/normal_44a.jpeg,normal,0,https://radiopaedia.org/cases/acute-superior-sagittal-sinus-thrombosis?lang=us,92485,0.003952
