archivo,ruta,clase,label,numero_base,clave_agrupacion,rID,split,sha256,carpeta_origen
chiari_5a.jpg,data/vf/val_externo/cropped/chiari/chiari_5a.jpg,chiari,1,5,24258,24258,test,1c7d90a6175497a767fb17e079d30afe27758f619ca907cc8f51df5bac0da691,externo
chiari_6a.jpg,data/vf/val_externo/cropped/chiari/chiari_6a.jpg,chiari,1,6,88168,88168,desarrollo,a0bcaf4b0cb88d61f5c9d8f0e512ac36a902615dd94472a4217b3fdac0837fce,externo
chiari_6b.jpg,data/vf/cropped/chiari/chiari_6b.jpg,chiari,1,6,88168,88168,desarrollo,e1a315360c74057ec6fa4de050c9e5504da700e767ab59cb867e4c98fd12a86a,entrenamiento
chiari_7a.jpg,data/vf/cropped/chiari/chiari_7a.jpg,chiari,1,7,91327,91327,desarrollo,2af97e5fba23d2ef1bb586f176b3f2b353284bab18b16834aef42b848612f819,entrenamiento
chiari_8a.png,data/vf/cropped/chiari/chiari_8a.png,chiari,1,8,16632,16632,desarrollo,b60249e6bc9e46ed0eace72c4bedece15d55147db0dd29519804de1792fa6cb2,entrenamiento
chiari_8b.png,data/vf/val_externo/cropped/chiari/chiari_8b.png,chiari,1,8,16632,16632,desarrollo,36c30686199bdccba7156f1bc15992cd3178d5ecdc2283aa88cb26e4f20c4bae,externo
chiari_9a.jpeg,data/vf/val_externo/cropped/chiari/chiari_9a.jpeg,chiari,1,9,198037,198037,desarrollo,eb36f48af0c968e58aaf99c00819757cac9dd98de21a4a3c6648ab5b9b7fb1f6,externo
chiari_10a.jpg,data/vf/val_externo/cropped/chiari/chiari_10a.jpg,chiari,1,10,218109,218109,test,a6b0054b8b212f1f858619786e937eea0d5431f7d3dda84147008d54b5457c80,externo
chiari_11a.jpeg,data/vf/val_externo/cropped/chiari/chiari_11a.jpeg,chiari,1,11,3609,3609,desarrollo,05db0df6308baceeef0b274f6a406cc6154492b5c8748ef4afdca4551584f87c,externo
chiari_12a.jpeg,data/vf/val_externo/cropped/chiari/chiari_12a.jpeg,chiari,1,12,21023,21023,desarrollo,017b8b00adbc2e4fd4546cb3d6115b7de0cd41cbb33a9f803e5aad2f54d137d3,externo
chiari_13a.jpg,data/vf/cropped/chiari/chiari_13a.jpg,chiari,1,13,29929,29929,desarrollo,3822c9815e308075b5bdd13542f679642992398d481a6c1abea86f8b82ba0a1c,entrenamiento
chiari_13b.jpg,data/vf/cropped/chiari/chiari_13b.jpg,chiari,1,13,29929,29929,desarrollo,6438cd3c2fe8b988026ee3605dc87b0b8371daacacd20960cdd499785427d7dc,entrenamiento
chiari_14a.png,data/vf/val_externo/cropped/chiari/chiari_14a.png,chiari,1,14,40391,40391,desarrollo,47c37abf48d9a682a8c6ec0fcf2b4fb44a6a9979e4b93fbb3335a1bd077e56c7,externo
chiari_15a.jpeg,data/vf/val_externo/cropped/chiari/chiari_15a.jpeg,chiari,1,15,2592,2592,test,eafd7ad9c3e53793eda61401b09518ac055b0b11d5ffac213bd6762910a0375b,externo
chiari_16a.png,data/vf/val_externo/cropped/chiari/chiari_16a.png,chiari,1,16,56863,56863,desarrollo,c63703bfbb4316513ebe8bba526766c2641ab7494779c6eccdfa8fde47e7dc23,externo
chiari_16b.png,data/vf/val_externo/cropped/chiari/chiari_16b.png,chiari,1,16,56863,56863,desarrollo,6db5af595ce435ff4b47dd83c7c6a95f135b69bbcc5b9b71ed663b1a7ae62cb9,externo
chiari_17a.jpeg,data/vf/val_externo/cropped/chiari/chiari_17a.jpeg,chiari,1,17,69649,69649,desarrollo,780df49e1a0ecf5fa7a43bf7518cc80423d6effb2a850d815e3cd2eb8ec9d822,externo
chiari_18a.png,data/vf/val_externo/cropped/chiari/chiari_18a.png,chiari,1,18,84242,84242,test,4161616959063b2645bf03efafa484539044ca091aa6a8e74bb47f297bd242ba,externo
chiari_19a.jpg,data/vf/cropped/chiari/chiari_19a.jpg,chiari,1,19,50409,50409,test,53239723f182251fc65f51e8c83454b69659c614f04bc5ae077aea32b51a0648,entrenamiento
chiari_20a.jpg,data/vf/cropped/chiari/chiari_20a.jpg,chiari,1,20,68345,68345,desarrollo,ee7e68605cec8c2fd12fb08fb17e23013d7f13d071ccb974beac577759f0c1d1,entrenamiento
chiari_20b.jpeg,data/vf/val_externo/cropped/chiari/chiari_20b.jpeg,chiari,1,20,68345,68345,desarrollo,a12078997b557f2569428aa8db479cde4f0d15c276235f1810a993018fa07daa,externo
chiari_21a.jpeg,data/vf/val_externo/cropped/chiari/chiari_21a.jpeg,chiari,1,21,70264,70264,test,d54f9702f10e07ca6f649eec600c7e58494a83afece7a3e39ff641e41988474f,externo
chiari_21b.jpeg,data/vf/cropped/chiari/chiari_21b.jpeg,chiari,1,21,70264,70264,test,571fdc227f158136388a4807650adfbd4e9453734a025cee71c5be6fe000308d,entrenamiento
chiari_22a.jpeg,data/vf/val_externo/cropped/chiari/chiari_22a.jpeg,chiari,1,22,87101,87101,desarrollo,57d6374bc8d257f9ddfdd8bf5bee4223719d3fe66997f5c0d37c8ad60d8bb75d,externo
chiari_23a.jpeg,data/vf/val_externo/cropped/chiari/chiari_23a.jpeg,chiari,1,23,154611,154611,desarrollo,b2c8d02545f0c2fcfaa2f7edf77b068807b70cedc9d99878b52878f0fe9d5b64,externo
chiari_23b.jpeg,data/vf/val_externo/cropped/chiari/chiari_23b.jpeg,chiari,1,23,154611,154611,desarrollo,876f00db0b8ac27b8b5c617dcd2d467a3f69702969c40e78e9d38b07bd91ae59,externo
chiari_23c.jpeg,data/vf/val_externo/cropped/chiari/chiari_23c.jpeg,chiari,1,23,154611,154611,desarrollo,291e6020c5f8dbb6f017163f88576231160ad904b5d327225c10a4365414b7c1,externo
chiari_24a.jpeg,data/vf/val_externo/cropped/chiari/chiari_24a.jpeg,chiari,1,24,174013,174013,test,6163ad6ffd63b87f6c6a619e47102468340dcb9521cdc4eb3bcb740243a00aec,externo
chiari_24b.jpeg,data/vf/val_externo/cropped/chiari/chiari_24b.jpeg,chiari,1,24,174013,174013,test,eaed6cf5148e557e75859a20885f452226529d34f2b800c65b3d3eff06fbf94e,externo
chiari_25a.jpg,data/vf/val_externo/cropped/chiari/chiari_25a.jpg,chiari,1,25,180362,180362,desarrollo,66291783b27449e6b4d0fedcbffae858d40c5d9ebaf62fcde39773be0d0715a7,externo
chiari_25b.jpg,data/vf/cropped/chiari/chiari_25b.jpg,chiari,1,25,180362,180362,desarrollo,93072ae7f5d5bafeba30f8e02f8374ff33fa822ad78939ca45207610f1d3bad5,entrenamiento
chiari_25b.jpg,data/vf/val_externo/cropped/chiari/chiari_25b.jpg,chiari,1,25,180362,180362,desarrollo,ca60630b1712d13f6a9bef22478b7f939ec91f2586515b901dc87bbe1e5c95eb,externo
chiari_25c.jpg,data/vf/val_externo/cropped/chiari/chiari_25c.jpg,chiari,1,25,180362,180362,desarrollo,0e7cab6527d93f180c1b2009acdfe77f1f057070470b0a0dd969380c749fccfa,externo
chiari_26a.jpg,data/vf/cropped/chiari/chiari_26a.jpg,chiari,1,26,184186,184186,desarrollo,903b4e9969ff3a06af302157d081c957657fb1b11a552c478fab351df90b8583,entrenamiento
chiari_26b.jpg,data/vf/cropped/chiari/chiari_26b.jpg,chiari,1,26,184186,184186,desarrollo,a980119c77602707e6e7506684a6df44af68fc5e9f2a7ff342036fca05f46e08,entrenamiento
chiari_27a.jpg,data/vf/cropped/chiari/chiari_27a.jpg,chiari,1,27,94769,94769,desarrollo,060a293231fbf0f0e145bf167fc87f7fba07b33a98a3e7209b19484a49d2a08a,entrenamiento
chiari_27b.jpg,data/vf/val_externo/cropped/chiari/chiari_27b.jpg,chiari,1,27,94769,94769,desarrollo,764e313faeb94278eaa297da3cfd374f664890d2c33e8c6d3827f72c1b461664,externo
chiari_27c.jpg,data/vf/cropped/chiari/chiari_27c.jpg,chiari,1,27,94769,94769,desarrollo,a16007f93739dc92fc6c41b53489f9e338dacf3474925a4030fc4624881e8983,entrenamiento
chiari_28a.png,data/vf/val_externo/cropped/chiari/chiari_28a.png,chiari,1,28,199635,199635,desarrollo,f5871fe2194fe8458e85184b17b47b88ac85e839e1074680bfba2cf06345b864,externo
chiari_29a.jpeg,data/vf/val_externo/cropped/chiari/chiari_29a.jpeg,chiari,1,29,202843,202843,test,40bfa56b850240cdfa5540bdfc20666a664b12801904678cfc3d6f4b38b1c6c3,externo
chiari_30a.jpeg,data/vf/val_externo/cropped/chiari/chiari_30a.jpeg,chiari,1,30,225772,225772,desarrollo,0fe8b738a4f8cfab6e546616a320212ff908e7e95e489ee6e053dc8b4eb6e806,externo
chiari_30b.jpeg,data/vf/val_externo/cropped/chiari/chiari_30b.jpeg,chiari,1,30,225772,225772,desarrollo,d79219bfe9720c08a94a72236ba030c76b451456c7f8b0ea8b5361623599b0a0,externo
chiari_30c.jpg,data/vf/val_externo/cropped/chiari/chiari_30c.jpg,chiari,1,30,225772,225772,desarrollo,272b2f3e8e921ff0ea8f95b78a0b6e0605fdf1eed2da6aaedaebe9b307535682,externo
chiari_31a.jpeg,data/vf/val_externo/cropped/chiari/chiari_31a.jpeg,chiari,1,31,151115,151115,desarrollo,3a9118ff1323bb8113774e64d557263416fa5a44343668c9d4bd441fb3f1b21d,externo
chiari_31b.jpeg,data/vf/val_externo/cropped/chiari/chiari_31b.jpeg,chiari,1,31,151115,151115,desarrollo,af9f03c52088089f3509ac37a92ff6a5a0bde003eab317822bbdd4f09e4b9937,externo
chiari_32a.jpg,data/vf/val_externo/cropped/chiari/chiari_32a.jpg,chiari,1,32,157827,157827,desarrollo,2313a465e1d16bce0956994c2136eae87fd31ed3d4e6d775b7a31a65b86fdc79,externo
chiari_32b.jpg,data/vf/val_externo/cropped/chiari/chiari_32b.jpg,chiari,1,32,157827,157827,desarrollo,7ed5c43d5000560b58b2ea115bd212c9c19b85e96abfa410e8c82397c15f164e,externo
chiari_33a.jpeg,data/vf/val_externo/cropped/chiari/chiari_33a.jpeg,chiari,1,33,185374,185374,desarrollo,1821eb9e2d5078971c238a4bf4c4f6666582df030aade69acfbfb9c18b85e5eb,externo
chiari_33b.jpeg,data/vf/val_externo/cropped/chiari/chiari_33b.jpeg,chiari,1,33,185374,185374,desarrollo,9e71da774577c4a7cf892880018d75085dc97d61ab5ab4f0e7323460efef600d,externo
chiari_34a.jpg,data/vf/val_externo/cropped/chiari/chiari_34a.jpg,chiari,1,34,218107,218107,desarrollo,b6899ccd18ac1cb5a8c1441c6b58ca00915730547659a5c05906a1bc3b18fc7c,externo
chiari_34b.jpg,data/vf/val_externo/cropped/chiari/chiari_34b.jpg,chiari,1,34,218107,218107,desarrollo,f12d8184030a8559ace11789f626a1b8f91702fd6f33369b2735ee253302313e,externo
chiari_35a.jpg,data/vf/val_externo/cropped/chiari/chiari_35a.jpg,chiari,1,35,84171,84171,desarrollo,5444a967e3c526f12998cf65fe08f44f02c29c57b901d1c0cf005ee0ef45ac1e,externo
chiari_35b.jpg,data/vf/val_externo/cropped/chiari/chiari_35b.jpg,chiari,1,35,84171,84171,desarrollo,9bba005bce3ea768f836f642a17856019642b4ada808c7010b3c0af91fa379ce,externo
chiari_36a.jpeg,data/vf/val_externo/cropped/chiari/chiari_36a.jpeg,chiari,1,36,72352,72352,desarrollo,50583b82adc4466ef79d7ace1bff0558ca3403c53e75a98ad9b603b416817511,externo
chiari_37a.jpg,data/vf/val_externo/cropped/chiari/chiari_37a.jpg,chiari,1,37,229718,229718,desarrollo,ad8a89c3b5fdf16e09ba4809ae64481dc8171676193d823d80b8eab0b9a2d8d5,externo
chiari_37b.jpg,data/vf/val_externo/cropped/chiari/chiari_37b.jpg,chiari,1,37,229718,229718,desarrollo,04c762343e226e55952536708fe3325cd4207853083e78226af29b11c55f76bd,externo
chiari_37c.jpg,data/vf/val_externo/cropped/chiari/chiari_37c.jpg,chiari,1,37,229718,229718,desarrollo,f5880038d14c1b30852dbf8c82baf51ab8256309e6d57145210f8d99093e93a7,externo
chiari_37d.jpeg,data/vf/cropped/chiari/chiari_37d.jpeg,chiari,1,37,229718,229718,desarrollo,5f2d98de5feb849f3fac1b69c0b1f454da7c44e267e8bf58ca33728aa2c762ff,entrenamiento
chiari_38a.png,data/vf/val_externo/cropped/chiari/chiari_38a.png,chiari,1,38,16995,16995,desarrollo,0916bd27de3aea19feca9294ddca43ec1d28751f067ee40b9e079a9c0683cf6e,externo
chiari_39a.jpg,data/vf/val_externo/cropped/chiari/chiari_39a.jpg,chiari,1,39,154142,154142,desarrollo,b8cc9d56bbce6b24741b90e1e57a7b0716480256134c4f682365f6f04b3f6022,externo
chiari_39b.jpg,data/vf/val_externo/cropped/chiari/chiari_39b.jpg,chiari,1,39,154142,154142,desarrollo,fdde56c3400ffdaa636cd30cd5adc1e8d097aef7dfe9852a0cf1edc78e955a07,externo
chiari_40a.jpg,data/vf/val_externo/cropped/chiari/chiari_40a.jpg,chiari,1,40,153463,153463,desarrollo,23046f04ff3706d935575c8d7e04f6c5c54a58c00db95bd11be4e57f2e00ac6f,externo
chiari_41a.jpg,data/vf/val_externo/cropped/chiari/chiari_41a.jpg,chiari,1,41,99353,99353,desarrollo,20a763e2f04357f3bf0cc9ec40c37b0f9748f4e8308ddd062e90a27522865edd,externo
chiari_42a.jpg,data/vf/val_externo/cropped/chiari/chiari_42a.jpg,chiari,1,42,94082,94082,desarrollo,f069e033224d9367a0a9ef2dc5ad3479a3446ade3a04bc6592bef7f82baedfe6,externo
chiari_42b.jpg,data/vf/cropped/chiari/chiari_42b.jpg,chiari,1,42,94082,94082,desarrollo,cf90b4206db52fed9c4c1f48a2bf3266d7f1d14931ec11d8fb8067852abfec08,entrenamiento
chiari_43a.jpeg,data/vf/val_externo/cropped/chiari/chiari_43a.jpeg,chiari,1,43,89442,89442,desarrollo,57d2150889f5bee1cbb6ca92421e6820f961117d4666f01c16e89b4ba1784ba6,externo
chiari_43b.jpeg,data/vf/val_externo/cropped/chiari/chiari_43b.jpeg,chiari,1,43,89442,89442,desarrollo,ee736396d06bceeaffcc1a9df4c9c8dd74af4dabe5f903b3789a1b77bfcbc2a4,externo
chiari_44a.jpg,data/vf/val_externo/cropped/chiari/chiari_44a.jpg,chiari,1,44,173129,173129,desarrollo,be90d4fc8614832125e9169f7b6c1df284979f2ff1738652390469e5582b218d,externo
chiari_45a.jpeg,data/vf/val_externo/cropped/chiari/chiari_45a.jpeg,chiari,1,45,176123,176123,desarrollo,3517a34fced850956d99129705ff9a8ec746d9e2c3134adc179bda37decde2b3,externo
chiari_46a.jpg,data/vf/cropped/chiari/chiari_46a.jpg,chiari,1,46,178758,178758,desarrollo,1c50c8ec55db21193b7e355eadc71c962a6582d8be2f801fb956704d7762be1d,entrenamiento
chiari_47a.jpeg,data/vf/val_externo/cropped/chiari/chiari_47a.jpeg,chiari,1,47,191155,191155,desarrollo,fcb3f2e39538017f236d256d7573f1334e45d060e3423113023425ed5db44988,externo
chiari_47b.jpeg,data/vf/cropped/chiari/chiari_47b.jpeg,chiari,1,47,191155,191155,desarrollo,11f1adde1a7df6697c1acf623c8fcf9a89e8b89c1fc40d84981b72a52c782515,entrenamiento
chiari_48a.jpeg,data/vf/val_externo/cropped/chiari/chiari_48a.jpeg,chiari,1,48,4364,4364,desarrollo,44c2d00b5ffcdca54dc1b67b3d298bde9e64bd8bffa755ba3b6075684ab658ff,externo
chiari_48b.jpeg,data/vf/val_externo/cropped/chiari/chiari_48b.jpeg,chiari,1,48,4364,4364,desarrollo,e18fd378595b9eebc32061dc455ee11b4ec29f67d8278e394e062290599a2a6f,externo
chiari_49a.jpg,data/vf/val_externo/cropped/chiari/chiari_49a.jpg,chiari,1,49,12712,12712,desarrollo,eaa7afc8b2fc22ba48e8dd8eedc27aa50f6112f8cd85a9780e85ebc33f2a23b4,externo
chiari_50a.jpg,data/vf/cropped/chiari/chiari_50a.jpg,chiari,1,50,22950,22950,test,5cc171c3957ef8bbe52004bcd382921ec996135c4f721bcc190e3d2d57b1ac7c,entrenamiento
chiari_51a.png,data/vf/val_externo/cropped/chiari/chiari_51a.png,chiari,1,51,183264,183264,desarrollo,e04393569a24c6db49e518d225cf525200f4df1f5568ce4ab38f0481b13a15e1,externo
chiari_51b.png,data/vf/val_externo/cropped/chiari/chiari_51b.png,chiari,1,51,183264,183264,desarrollo,69bb3b76f39ad4468f504672000d246c0680d1ff0bd60ef1991e9796a123e66b,externo
chiari_52a.jpg,data/vf/val_externo/cropped/chiari/chiari_52a.jpg,chiari,1,52,88459,88459,desarrollo,89ed48e4f6257a96b9991bc2c819f601673702056040908ddb7a545079756ba3,externo
chiari_52b.jpeg,data/vf/cropped/chiari/chiari_52b.jpeg,chiari,1,52,88459,88459,desarrollo,ad452aa4b3b219f5a3c5e15e08fc28a74c760e50c0ad414c9338e46b9d74bfab,entrenamiento
chiari_53a.png,data/vf/val_externo/cropped/chiari/chiari_53a.png,chiari,1,53,44621,44621,test,cfd8cba53975ec7c2641b018217aee10b9f4b2e65c890cc14838492507d7e077,externo
chiari_53b.png,data/vf/cropped/chiari/chiari_53b.png,chiari,1,53,44621,44621,test,2f4e75f912bcd9626648b98989e989ec64556fcdc700dc12d4de6ddc70b19867,entrenamiento
chiari_53b.png,data/vf/val_externo/cropped/chiari/chiari_53b.png,chiari,1,53,44621,44621,test,649bf63778b017da2f96fab3682ec374530524fe347de795e449802e81bd21eb,externo
chiari_54a.jpg,data/vf/val_externo/cropped/chiari/chiari_54a.jpg,chiari,1,54,16374,16374,desarrollo,9753c1cb991fce5a0541a7909a1b0d7f37e93a8b6587fbafd9aba63dea76bed9,externo
chiari_55a.jpeg,data/vf/val_externo/cropped/chiari/chiari_55a.jpeg,chiari,1,55,48586,48586,desarrollo,87533ee32b67b215f0cdee05b46985aeabea6996d581e5240d36472bd4efbbca,externo
chiari_56a.jpg,data/vf/cropped/chiari/chiari_56a.jpg,chiari,1,56,204388,204388,test,16e5d53ceae8b6b82dd90c8e91adb50b7c0785412186a550e60f2ad07e9054b8,entrenamiento
chiari_56b.jpg,data/vf/val_externo/cropped/chiari/chiari_56b.jpg,chiari,1,56,204388,204388,test,18dfe2eafaf59260ea1f07ab88e385bcbbde1ff83690cf0ff149394f93dea6c5,externo
chiari_57a.png,data/vf/val_externo/cropped/chiari/chiari_57a.png,chiari,1,57,41185,41185,test,0b6ea9133122ebdb47f15b71396e63645361235c833f55890c9960bc6c723bbd,externo
chiari_58a.jpg,data/vf/cropped/chiari/chiari_58a.jpg,chiari,1,58,15819,15819,test,f50ce6bf95c7a8be090d4ca77822dea9461204011d8d96c884408afb7fd2c8e1,entrenamiento
chiari_58a.jpg,data/vf/val_externo/cropped/chiari/chiari_58a.jpg,chiari,1,58,15819,15819,test,ff1055cead8f4e583331be200e19403c84d134bbecb3601abca22cb1004bf65b,externo
chiari_58b.jpg,data/vf/val_externo/cropped/chiari/chiari_58b.jpg,chiari,1,58,15819,15819,test,05aa291ab0baecbdd85da17edf8092a253844eaa57b6476b5ce6cecee54a5e85,externo
chiari_59a.png,data/vf/cropped/chiari/chiari_59a.png,chiari,1,59,64259,64259,desarrollo,3198377f573588692e04b06e7af89adc371966ac3dad20c3ce81973953b2b7c6,entrenamiento
chiari_59a.png,data/vf/val_externo/cropped/chiari/chiari_59a.png,chiari,1,59,64259,64259,desarrollo,1bcec37051639e0b2b43d3b08cadaf959b8145b78b4e05d20ba7e0226762832d,externo
chiari_59b.jpeg,data/vf/val_externo/cropped/chiari/chiari_59b.jpeg,chiari,1,59,64259,64259,desarrollo,5edd8875fb981f4a6f5d615c171f11ffb5e9ed9dbf93fcce6191772f4205190d,externo
chiari_60a.jpg,data/vf/cropped/chiari/chiari_60a.jpg,chiari,1,60,18005,18005,desarrollo,42eda4435b9ea2d92dab5ac703eccb33c105543cfc8434c6da2ca5beed849b81,entrenamiento
chiari_61a.png,data/vf/val_externo/cropped/chiari/chiari_61a.png,chiari,1,61,42945,42945,test,93585db50cec7b75c277d37d625dc3cd34681cdfdc75214f31da64636970f6fd,externo
chiari_62a.jpeg,data/vf/val_externo/cropped/chiari/chiari_62a.jpeg,chiari,1,62,70059,70059,desarrollo,7cfe2b1908d99681b4b872a0ef8c71b736e6e0e3d354c8b941a3cf1b455392b7,externo
chiari_62b.jpeg,data/vf/val_externo/cropped/chiari/chiari_62b.jpeg,chiari,1,62,70059,70059,desarrollo,b66823b46a14ee3de0f9d5414f497fd9765ea3d3f354b9c7da8f5fb1cb06c83f,externo
chiari_63a.jpg,data/vf/val_externo/cropped/chiari/chiari_63a.jpg,chiari,1,63,220610,220610,desarrollo,dd9b333f15f3d12df467c1c9a36b5ea978fc3d4d2e2b04040c9d83bda39b21cd,externo
chiari_63b.jpeg,data/vf/val_externo/cropped/chiari/chiari_63b.jpeg,chiari,1,63,220610,220610,desarrollo,2206207d2b0eefe205ba5a3dbc0bfeec54e4ec3a8cc60326ea1e2ae894d2ea62,externo
chiari_64a.jpg,data/vf/val_externo/cropped/chiari/chiari_64a.jpg,chiari,1,64,34146,34146,desarrollo,3c4b491cf867c8c32fe24b9f971d315ca974b265dffba2aea16d3d4c0a3ad77d,externo
chiari_65a.jpg,data/vf/val_externo/cropped/chiari/chiari_65a.jpg,chiari,1,65,181929,181929,desarrollo,3021b2d3c2437de3c860bfad9e1c05eecca98bef2fef83fa35a1efdb4423e37e,externo
chiari_65b.jpg,data/vf/val_externo/cropped/chiari/chiari_65b.jpg,chiari,1,65,181929,181929,desarrollo,40ac7feac808d53835aaaafa02ce5cd2953673861c555bdb66d83dfcbae7b62d,externo
chiari_66a.jpg,data/vf/val_externo/cropped/chiari/chiari_66a.jpg,chiari,1,66,175947,175947,desarrollo,855378ca85b1424b2aba27db345cbf880306668bb80e2850a19c61d84faff056,externo
chiari_66b.jpg,data/vf/val_externo/cropped/chiari/chiari_66b.jpg,chiari,1,66,175947,175947,desarrollo,fedc920edb05efbd207b5c87691d2cbc03bfa89f35fe19567974401252ef03cd,externo
chiari_67a.jpg,data/vf/val_externo/cropped/chiari/chiari_67a.jpg,chiari,1,67,160048,160048,desarrollo,1bc9e48d99c0c5e2f5ac5c06d4d4d8d1ce504dd9f377209f489084846580b8db,externo
chiari_67b.jpeg,data/vf/val_externo/cropped/chiari/chiari_67b.jpeg,chiari,1,67,160048,160048,desarrollo,2490d7ce53cf4b63899d4f5d8dc021898fb6c830252f26153ca3fb7a650304ab,externo
chiari_68a.jpeg,data/vf/val_externo/cropped/chiari/chiari_68a.jpeg,chiari,1,68,5686,5686,desarrollo,ee904cf6e02f12199d74c965d6cc6aca50bfc3ea1b7300fcf8b78252d78fb27e,externo
chiari_68b.jpeg,data/vf/cropped/chiari/chiari_68b.jpeg,chiari,1,68,5686,5686,desarrollo,1946c251aba4835b336a3ba3f0f0b156ccc0faa3a2f5acd9a18a79bca9bfccbb,entrenamiento
chiari_69a.jpg,data/vf/val_externo/cropped/chiari/chiari_69a.jpg,chiari,1,69,34375,34375,desarrollo,dda0aefbd831db53e7d4eae23034799c57e6d1be7aad93d49ca3565723f0ef45,externo
chiari_69b.jpg,data/vf/val_externo/cropped/chiari/chiari_69b.jpg,chiari,1,69,34375,34375,desarrollo,2eaa32dadb2ffb30f5fcf5034231706188e4a3163d5724a6c390a9d33c33b611,externo
chiari_70a.jpg,data/vf/cropped/chiari/chiari_70a.jpg,chiari,1,70,89444,89444,desarrollo,9ae364f9b275fa9afb3637592b1ba25d46f65034520ff29ef8c79df39f3e9ad9,entrenamiento
chiari_70a.jpg,data/vf/val_externo/cropped/chiari/chiari_70a.jpg,chiari,1,70,89444,89444,desarrollo,fe126595e5df36b191997c53a3e42bc76e960e341e174b2522dddf76e218bfd9,externo
chiari_70b.jpg,data/vf/val_externo/cropped/chiari/chiari_70b.jpg,chiari,1,70,89444,89444,desarrollo,b6794b73e21ea18fa9a375efef64464f3d4213ee69132c917147f2c7b2ad888f,externo
chiari_71a.jpg,data/vf/val_externo/cropped/chiari/chiari_71a.jpg,chiari,1,71,180465,180465,desarrollo,24fa34a685e89da443b983d52775fcea54944229f190f87dc33431736e0ad846,externo
chiari_72a.png,data/vf/val_externo/cropped/chiari/chiari_72a.png,chiari,1,72,13619,13619,desarrollo,884ca0b3a23a9479ee9640f14e46797ecafe2d4b74f62cbe1a3994830d88bd12,externo
chiari_73a.png,data/vf/cropped/chiari/chiari_73a.png,chiari,1,73,16113,16113,desarrollo,79ba3e705e41792dfd61f9a90cfd24492a57bae35db767e81ee47d2cac96d220,entrenamiento
chiari_74a.jpg,data/vf/val_externo/cropped/chiari/chiari_74a.jpg,chiari,1,74,10358,10358,desarrollo,e94f0b41bda3def655ff89fe24155430384471c3a09709055b4e1b2f0befcce0,externo
chiari_75a.jpeg,data/vf/val_externo/cropped/chiari/chiari_75a.jpeg,chiari,1,75,4977,4977,desarrollo,9d4c4a5545e3f8523cf9bb0d5d61b67fe3ffbd07f1197a20b727bb6dd7a5bfd9,externo
chiari_76a.jpg,data/vf/val_externo/cropped/chiari/chiari_76a.jpg,chiari,1,76,24077,24077,desarrollo,ad2fa6272c37b9716cec73423034cc308ece004072f2bc0b4f77b1c618fb0df8,externo
chiari_76b.jpg,data/vf/val_externo/cropped/chiari/chiari_76b.jpg,chiari,1,76,24077,24077,desarrollo,c4d8384fc8422851bb77b6036b80182ee7fe27fecf94c087c414323e0db2df91,externo
normal_1a.png,data/vf/cropped/normal/normal_1a.png,normal,0,1,https://radiopaedia.org/cases/normal-mri-brain-1?lang=us,39310,test,71b25fc1f21aff6ab16b3083531aa2a31e1e0221fa8ba0d2945eea189e1de194,entrenamiento
